t,Tref,u,T1,e
1.340000000000000000e+02,5.000000000000000000e+01,2.788000000000000256e+01,4.442399999999999949e+01,5.576000000000000512e+00
1.350000000000000000e+02,5.000000000000000000e+01,2.771999999999998465e+01,4.445600000000000307e+01,5.543999999999996930e+00
1.360000000000000000e+02,5.000000000000000000e+01,2.788000000000000256e+01,4.442399999999999949e+01,5.576000000000000512e+00
1.370000000000000000e+02,5.000000000000000000e+01,2.788000000000000256e+01,4.442399999999999949e+01,5.576000000000000512e+00
1.380000000000000000e+02,5.000000000000000000e+01,2.771999999999998465e+01,4.445600000000000307e+01,5.543999999999996930e+00
1.390000000000000000e+02,5.000000000000000000e+01,2.739499999999999602e+01,4.452100000000000080e+01,5.478999999999999204e+00
1.400000000000000000e+02,5.000000000000000000e+01,2.739499999999999602e+01,4.452100000000000080e+01,5.478999999999999204e+00
1.410000000000000000e+02,5.000000000000000000e+01,2.771999999999998465e+01,4.445600000000000307e+01,5.543999999999996930e+00
1.420000000000000000e+02,5.000000000000000000e+01,2.691500000000001336e+01,4.461699999999999733e+01,5.383000000000002672e+00
1.430000000000000000e+02,5.000000000000000000e+01,2.707499999999999574e+01,4.458500000000000085e+01,5.414999999999999147e+00
1.440000000000000000e+02,5.000000000000000000e+01,2.643000000000000682e+01,4.471399999999999864e+01,5.286000000000001364e+00
1.450000000000000000e+02,5.000000000000000000e+01,2.675499999999999545e+01,4.464900000000000091e+01,5.350999999999999091e+00
1.460000000000000000e+02,5.000000000000000000e+01,2.723500000000001364e+01,4.455299999999999727e+01,5.447000000000002728e+00
1.470000000000000000e+02,5.000000000000000000e+01,2.723500000000001364e+01,4.455299999999999727e+01,5.447000000000002728e+00
1.480000000000000000e+02,5.000000000000000000e+01,2.675499999999999545e+01,4.464900000000000091e+01,5.350999999999999091e+00
1.490000000000000000e+02,5.000000000000000000e+01,2.707499999999999574e+01,4.458500000000000085e+01,5.414999999999999147e+00
1.500000000000000000e+02,5.000000000000000000e+01,2.658999999999998920e+01,4.468200000000000216e+01,5.317999999999997840e+00
1.510000000000000000e+02,5.000000000000000000e+01,2.675499999999999545e+01,4.464900000000000091e+01,5.350999999999999091e+00
1.520000000000000000e+02,5.000000000000000000e+01,2.658999999999998920e+01,4.468200000000000216e+01,5.317999999999997840e+00
1.530000000000000000e+02,5.000000000000000000e+01,2.643000000000000682e+01,4.471399999999999864e+01,5.286000000000001364e+00
1.540000000000000000e+02,5.000000000000000000e+01,2.626999999999998892e+01,4.474600000000000222e+01,5.253999999999997783e+00
1.550000000000000000e+02,5.000000000000000000e+01,2.611000000000000654e+01,4.477799999999999869e+01,5.222000000000001307e+00
1.560000000000000000e+02,5.000000000000000000e+01,2.626999999999998892e+01,4.474600000000000222e+01,5.253999999999997783e+00
1.570000000000000000e+02,5.000000000000000000e+01,2.626999999999998892e+01,4.474600000000000222e+01,5.253999999999997783e+00
1.580000000000000000e+02,5.000000000000000000e+01,2.626999999999998892e+01,4.474600000000000222e+01,5.253999999999997783e+00
1.590000000000000000e+02,5.000000000000000000e+01,2.626999999999998892e+01,4.474600000000000222e+01,5.253999999999997783e+00
1.600000000000000000e+02,5.000000000000000000e+01,2.626999999999998892e+01,4.474600000000000222e+01,5.253999999999997783e+00
1.610000000000000000e+02,5.000000000000000000e+01,2.626999999999998892e+01,4.474600000000000222e+01,5.253999999999997783e+00
1.620000000000000000e+02,5.000000000000000000e+01,2.626999999999998892e+01,4.474600000000000222e+01,5.253999999999997783e+00
1.630000000000000000e+02,5.000000000000000000e+01,2.611000000000000654e+01,4.477799999999999869e+01,5.222000000000001307e+00
1.640000000000000000e+02,5.000000000000000000e+01,2.594500000000000028e+01,4.481099999999999994e+01,5.189000000000000057e+00
1.650000000000000000e+02,5.000000000000000000e+01,2.626999999999998892e+01,4.474600000000000222e+01,5.253999999999997783e+00
1.660000000000000000e+02,5.000000000000000000e+01,2.562500000000000000e+01,4.487500000000000000e+01,5.125000000000000000e+00
1.670000000000000000e+02,5.000000000000000000e+01,2.611000000000000654e+01,4.477799999999999869e+01,5.222000000000001307e+00
1.680000000000000000e+02,5.000000000000000000e+01,2.578499999999998238e+01,4.484300000000000352e+01,5.156999999999996476e+00
1.690000000000000000e+02,5.000000000000000000e+01,2.643000000000000682e+01,4.471399999999999864e+01,5.286000000000001364e+00
1.700000000000000000e+02,5.000000000000000000e+01,2.626999999999998892e+01,4.474600000000000222e+01,5.253999999999997783e+00
1.710000000000000000e+02,5.000000000000000000e+01,2.626999999999998892e+01,4.474600000000000222e+01,5.253999999999997783e+00
1.720000000000000000e+02,5.000000000000000000e+01,2.691500000000001336e+01,4.461699999999999733e+01,5.383000000000002672e+00
1.730000000000000000e+02,5.000000000000000000e+01,2.675499999999999545e+01,4.464900000000000091e+01,5.350999999999999091e+00
1.740000000000000000e+02,5.000000000000000000e+01,2.707499999999999574e+01,4.458500000000000085e+01,5.414999999999999147e+00
1.750000000000000000e+02,5.000000000000000000e+01,2.691500000000001336e+01,4.461699999999999733e+01,5.383000000000002672e+00
1.760000000000000000e+02,5.000000000000000000e+01,2.675499999999999545e+01,4.464900000000000091e+01,5.350999999999999091e+00
1.770000000000000000e+02,5.000000000000000000e+01,2.723500000000001364e+01,4.455299999999999727e+01,5.447000000000002728e+00
1.780000000000000000e+02,5.000000000000000000e+01,2.739499999999999602e+01,4.452100000000000080e+01,5.478999999999999204e+00
1.790000000000000000e+02,5.000000000000000000e+01,2.675499999999999545e+01,4.464900000000000091e+01,5.350999999999999091e+00
1.800000000000000000e+02,5.000000000000000000e+01,2.675499999999999545e+01,4.464900000000000091e+01,5.350999999999999091e+00
1.810000000000000000e+02,5.000000000000000000e+01,2.675499999999999545e+01,4.464900000000000091e+01,5.350999999999999091e+00
1.820000000000000000e+02,5.000000000000000000e+01,2.611000000000000654e+01,4.477799999999999869e+01,5.222000000000001307e+00
1.830000000000000000e+02,5.000000000000000000e+01,2.626999999999998892e+01,4.474600000000000222e+01,5.253999999999997783e+00
1.840000000000000000e+02,5.000000000000000000e+01,2.626999999999998892e+01,4.474600000000000222e+01,5.253999999999997783e+00
1.850000000000000000e+02,5.000000000000000000e+01,2.626999999999998892e+01,4.474600000000000222e+01,5.253999999999997783e+00
1.860000000000000000e+02,5.000000000000000000e+01,2.626999999999998892e+01,4.474600000000000222e+01,5.253999999999997783e+00
1.870000000000000000e+02,5.000000000000000000e+01,2.611000000000000654e+01,4.477799999999999869e+01,5.222000000000001307e+00
1.880000000000000000e+02,5.000000000000000000e+01,2.643000000000000682e+01,4.471399999999999864e+01,5.286000000000001364e+00
1.890000000000000000e+02,5.000000000000000000e+01,2.626999999999998892e+01,4.474600000000000222e+01,5.253999999999997783e+00
1.900000000000000000e+02,5.000000000000000000e+01,2.658999999999998920e+01,4.468200000000000216e+01,5.317999999999997840e+00
1.910000000000000000e+02,5.000000000000000000e+01,2.658999999999998920e+01,4.468200000000000216e+01,5.317999999999997840e+00
1.920000000000000000e+02,5.000000000000000000e+01,2.658999999999998920e+01,4.468200000000000216e+01,5.317999999999997840e+00
1.930000000000000000e+02,5.000000000000000000e+01,2.675499999999999545e+01,4.464900000000000091e+01,5.350999999999999091e+00
1.940000000000000000e+02,5.000000000000000000e+01,2.707499999999999574e+01,4.458500000000000085e+01,5.414999999999999147e+00
1.950000000000000000e+02,5.000000000000000000e+01,2.756000000000000227e+01,4.448799999999999955e+01,5.512000000000000455e+00
1.960000000000000000e+02,5.000000000000000000e+01,2.756000000000000227e+01,4.448799999999999955e+01,5.512000000000000455e+00
1.970000000000000000e+02,5.000000000000000000e+01,2.756000000000000227e+01,4.448799999999999955e+01,5.512000000000000455e+00
1.980000000000000000e+02,5.000000000000000000e+01,2.820499999999999119e+01,4.435900000000000176e+01,5.640999999999998238e+00
1.990000000000000000e+02,5.000000000000000000e+01,2.788000000000000256e+01,4.442399999999999949e+01,5.576000000000000512e+00
2.000000000000000000e+02,5.000000000000000000e+01,2.803999999999998494e+01,4.439200000000000301e+01,5.607999999999996987e+00
2.010000000000000000e+02,5.000000000000000000e+01,2.771999999999998465e+01,4.445600000000000307e+01,5.543999999999996930e+00
2.020000000000000000e+02,5.000000000000000000e+01,2.739499999999999602e+01,4.452100000000000080e+01,5.478999999999999204e+00
2.030000000000000000e+02,5.000000000000000000e+01,2.788000000000000256e+01,4.442399999999999949e+01,5.576000000000000512e+00
2.040000000000000000e+02,5.000000000000000000e+01,2.756000000000000227e+01,4.448799999999999955e+01,5.512000000000000455e+00
2.050000000000000000e+02,5.000000000000000000e+01,2.771999999999998465e+01,4.445600000000000307e+01,5.543999999999996930e+00
2.060000000000000000e+02,5.000000000000000000e+01,2.788000000000000256e+01,4.442399999999999949e+01,5.576000000000000512e+00
2.070000000000000000e+02,5.000000000000000000e+01,2.788000000000000256e+01,4.442399999999999949e+01,5.576000000000000512e+00
2.080000000000000000e+02,5.000000000000000000e+01,2.771999999999998465e+01,4.445600000000000307e+01,5.543999999999996930e+00
2.090000000000000000e+02,5.000000000000000000e+01,2.788000000000000256e+01,4.442399999999999949e+01,5.576000000000000512e+00
2.100000000000000000e+02,5.000000000000000000e+01,2.788000000000000256e+01,4.442399999999999949e+01,5.576000000000000512e+00
2.110000000000000000e+02,5.000000000000000000e+01,2.788000000000000256e+01,4.442399999999999949e+01,5.576000000000000512e+00
2.120000000000000000e+02,5.000000000000000000e+01,2.771999999999998465e+01,4.445600000000000307e+01,5.543999999999996930e+00
2.130000000000000000e+02,5.000000000000000000e+01,2.756000000000000227e+01,4.448799999999999955e+01,5.512000000000000455e+00
2.140000000000000000e+02,5.000000000000000000e+01,2.739499999999999602e+01,4.452100000000000080e+01,5.478999999999999204e+00
